mode;beta;split_by;seed;test_size;group_stratify;macd_enabled;guardrails_enabled;calibration;n_train;n_test;pos_train;pos_test;llm_max;llm_used;review_requested;review_selected;auto_coverage;auto_tp;auto_fp;auto_fn;auto_tn;auto_precision;auto_recall;auto_f1;auto_fbeta;oracle_tp;oracle_fp;oracle_fn;oracle_tn;oracle_precision;oracle_recall;oracle_f1;oracle_fbeta;exp_tp;exp_fp;exp_fn;exp_tn;exp_precision;exp_recall;exp_f1;exp_fbeta;experiment
confirmacao;0.5;comprec;5846;0.2;True;True;True;ml_rf;49233;12463;198;49;1000;85;87;85;0.993179812244243;12.0;0.0;2.0;12364.0;1.0;0.8571428571428571;0.9230769230769231;0.967741935483871;47.0;0.0;2.0;12414.0;1.0;0.9591836734693877;0.9791666666666666;0.9915611814345991;44.82;2.08;4.18;12411.92;0.9556503198294244;0.9146938775510204;0.934723670490094;0.9471682163989856;kfold
confirmacao;0.5;comprec;5980;0.2;True;True;True;ml_rf;49583;12113;198;49;1000;110;114;110;0.9909188475191942;13.0;0.0;3.0;11987.0;1.0;0.8125;0.896551724137931;0.9558823529411765;46.0;0.0;3.0;12064.0;1.0;0.9387755102040817;0.968421052631579;0.9871244635193133;44.029999999999994;3.1599999999999997;4.97;12060.84;0.9330366603093876;0.8985714285714286;0.9154797796028693;0.9259337146702558;kfold
confirmacao;0.5;comprec;7758;0.2;True;True;True;ml_rf;49439;12257;198;49;1000;87;87;87;0.9929020151750021;15.0;0.0;2.0;12153.0;1.0;0.8823529411764706;0.9375;0.974025974025974;47.0;0.0;2.0;12208.0;1.0;0.9591836734693877;0.9791666666666666;0.9915611814345991;45.400000000000006;2.16;3.6;12205.84;0.9545836837678723;0.926530612244898;0.9403479701739852;0.9488379869587027;kfold
confirmacao;0.5;comprec;6307;0.2;True;True;True;ml_rf;49345;12351;198;49;1000;104;108;104;0.9915796291798235;23.0;0.0;2.0;12222.0;1.0;0.92;0.9583333333333334;0.9829059829059829;47.0;0.0;2.0;12302.0;1.0;0.9591836734693877;0.9791666666666666;0.9915611814345991;45.69;3.42;3.31;12298.58;0.9303604153940134;0.9324489795918367;0.9314035266537559;0.9307773794002607;kfold
confirmacao;0.5;comprec;589;0.2;True;True;True;ml_rf;48883;12813;198;49;1000;80;86;80;0.9937563412159526;23.0;0.0;3.0;12707.0;1.0;0.8846153846153846;0.9387755102040817;0.9745762711864406;46.0;0.0;3.0;12764.0;1.0;0.9387755102040817;0.968421052631579;0.9871244635193133;44.61;2.27;4.390000000000001;12761.73;0.9515784982935153;0.9104081632653062;0.9305381727158949;0.9430492135971588;kfold
confirmacao;0.5;comprec;4882;0.2;True;True;True;ml_rf;49698;11998;198;49;1000;94;96;94;0.9921653608934823;20.0;0.0;1.0;11883.0;1.0;0.9523809523809523;0.975609756097561;0.9900990099009901;48.0;0.0;1.0;11949.0;1.0;0.9795918367346939;0.9896907216494846;0.995850622406639;46.65;2.66;2.35;11946.34;0.9460555668221455;0.9520408163265306;0.9490387549588039;0.9472465886939571;kfold
confirmacao;0.5;comprec;6367;0.2;True;True;True;ml_rf;49696;12000;198;49;1000;92;94;92;0.9923333333333333;30.0;0.0;0.0;11878.0;1.0;1.0;1.0;1.0;49.0;0.0;0.0;11951.0;1.0;1.0;1.0;1.0;47.67;3.18;1.3299999999999998;11947.82;0.9374631268436578;0.9728571428571429;0.9548322483725588;0.9443343898573692;kfold
confirmacao;0.5;comprec;10346;0.2;True;True;True;ml_rf;49271;12425;198;49;1000;81;84;81;0.9934808853118712;26.0;0.0;4.0;12314.0;1.0;0.8666666666666667;0.9285714285714286;0.9701492537313433;45.0;0.0;4.0;12376.0;1.0;0.9183673469387755;0.9574468085106383;0.982532751091703;43.63;2.62;5.37;12373.380000000001;0.9433513513513514;0.8904081632653061;0.9161154855643043;0.9322649572649573;kfold
confirmacao;0.5;comprec;1727;0.2;True;True;True;ml_rf;49473;12223;198;49;1000;82;83;82;0.9932913360058905;25.0;0.0;2.0;12114.0;1.0;0.9259259259259259;0.9615384615384616;0.984251968503937;47.0;0.0;2.0;12174.0;1.0;0.9591836734693877;0.9791666666666666;0.9915611814345991;45.7;2.4600000000000004;3.3;12171.54;0.9489202657807309;0.9326530612244899;0.9407163441745575;0.9456215858301605;kfold
confirmacao;0.5;comprec;892;0.2;True;True;True;ml_rf;49034;12662;198;49;1000;102;108;102;0.9919444005686305;17.0;0.0;2.0;12541.0;1.0;0.8947368421052632;0.9444444444444444;0.9770114942528736;47.0;0.0;2.0;12613.0;1.0;0.9591836734693877;0.9791666666666666;0.9915611814345991;45.61000000000001;3.0800000000000005;3.3900000000000006;12609.919999999998;0.9367426576299035;0.9308163265306122;0.9337700890572218;0.9355513619954053;kfold
confirmacao;0.5;comprec;7405;0.2;True;True;True;ml_rf;49547;12149;198;49;1000;93;100;93;0.9923450489752244;15.0;0.0;1.0;12040.0;1.0;0.9375;0.967741935483871;0.9868421052631579;48.0;0.0;1.0;12100.0;1.0;0.9795918367346939;0.9896907216494846;0.995850622406639;46.07;2.48;2.9299999999999997;12097.52;0.948918640576725;0.9402040816326531;0.9445412608918504;0.9471628289473685;kfold
confirmacao;0.5;comprec;3222;0.2;True;True;True;ml_rf;49212;12484;198;49;1000;82;88;82;0.993431592438321;22.0;0.0;0.0;12380.0;1.0;1.0;1.0;1.0;49.0;0.0;0.0;12435.0;1.0;1.0;1.0;1.0;47.53999999999999;2.3600000000000003;1.46;12432.64;0.9527054108216433;0.970204081632653;0.9613751263902933;0.9561544650040225;kfold
confirmacao;0.5;comprec;7335;0.2;True;True;True;ml_rf;49314;12382;198;49;1000;75;77;75;0.9939428202229043;19.0;0.0;3.0;12285.0;1.0;0.8636363636363636;0.926829268292683;0.9693877551020408;46.0;0.0;3.0;12333.0;1.0;0.9387755102040817;0.968421052631579;0.9871244635193133;44.410000000000004;1.85;4.590000000000001;12331.15;0.9600086467790747;0.9063265306122449;0.9323955490237246;0.9487694411211758;kfold
confirmacao;0.5;comprec;5093;0.2;True;True;True;ml_rf;49198;12498;198;49;1000;66;68;66;0.9947191550648103;28.0;0.0;2.0;12402.0;1.0;0.9333333333333333;0.9655172413793104;0.9859154929577465;47.0;0.0;2.0;12449.0;1.0;0.9591836734693877;0.9791666666666666;0.9915611814345991;45.79;1.9200000000000002;3.21;12447.08;0.959756864389017;0.9344897959183673;0.9469548133595286;0.9545947298198798;kfold
confirmacao;0.5;comprec;6543;0.2;True;True;True;ml_rf;49072;12624;198;49;1000;82;87;82;0.9935044359949303;24.0;0.0;1.0;12517.0;1.0;0.96;0.9795918367346939;0.9917355371900827;48.0;0.0;1.0;12575.0;1.0;0.9795918367346939;0.9896907216494846;0.995850622406639;46.62;2.58;2.3800000000000003;12572.420000000002;0.9475609756097562;0.9514285714285714;0.94949083503055;0.9483319772172498;kfold
confirmacao;0.5;comprec;1640;0.2;True;True;True;ml_rf;49622;12074;198;49;1000;91;95;91;0.9924631439456684;19.0;0.0;0.0;11964.0;1.0;1.0;1.0;1.0;49.0;0.0;0.0;12025.0;1.0;1.0;1.0;1.0;47.5;2.64;1.5;12022.359999999999;0.9473474272038293;0.9693877551020408;0.9582408714948557;0.9516749479083186;kfold
confirmacao;0.5;comprec;5344;0.2;True;True;True;ml_rf;49481;12215;198;49;1000;95;106;95;0.9922226770364306;15.0;0.0;0.0;12105.0;1.0;1.0;1.0;1.0;49.0;0.0;0.0;12166.0;1.0;1.0;1.0;1.0;47.06;2.58;1.9399999999999997;12163.42;0.9480257856567285;0.9604081632653062;0.9541768045417681;0.9504766521247374;kfold
confirmacao;0.5;comprec;5409;0.2;True;True;True;ml_rf;49374;12322;198;49;1000;98;106;98;0.9920467456581724;18.0;0.0;1.0;12205.0;1.0;0.9473684210526315;0.972972972972973;0.989010989010989;48.0;0.0;1.0;12273.0;1.0;0.9795918367346939;0.9896907216494846;0.995850622406639;46.36;2.8800000000000003;2.6399999999999997;12270.12;0.9415109666937449;0.9461224489795919;0.9438110749185669;0.942429663359896;kfold
confirmacao;0.5;comprec;6438;0.2;True;True;True;ml_rf;49373;12323;198;49;1000;53;53;53;0.9956990992453136;31.0;0.0;4.0;12235.0;1.0;0.8857142857142857;0.9393939393939394;0.9748427672955975;45.0;0.0;4.0;12274.0;1.0;0.9183673469387755;0.9574468085106383;0.982532751091703;44.25;1.62;4.75;12272.38;0.9646827992151734;0.9030612244897959;0.9328554864551492;0.9516947694425327;kfold
confirmacao;0.5;comprec;8789;0.2;True;True;True;ml_rf;49441;12255;198;49;1000;95;96;95;0.9922480620155039;19.0;0.0;2.0;12139.0;1.0;0.9047619047619048;0.95;0.979381443298969;47.0;0.0;2.0;12206.0;1.0;0.9591836734693877;0.9791666666666666;0.9915611814345991;45.31;2.68;3.69;12203.32;0.9441550322983955;0.9246938775510205;0.9343231260954737;0.9401975431606906;kfold
confirmacao;0.5;comprec;9730;0.2;True;True;True;ml_rf;49112;12584;198;49;1000;98;101;98;0.992212333121424;23.0;0.0;0.0;12463.0;1.0;1.0;1.0;1.0;49.0;0.0;0.0;12535.0;1.0;1.0;1.0;1.0;47.620000000000005;2.9400000000000004;1.38;12532.06;0.9418512658227849;0.9718367346938775;0.9566090799517879;0.9476994109218277;kfold
confirmacao;0.5;comprec;3347;0.2;True;True;True;ml_rf;49409;12287;198;49;1000;93;96;93;0.9924310246602099;23.0;0.0;0.0;12171.0;1.0;1.0;1.0;1.0;49.0;0.0;0.0;12238.0;1.0;1.0;1.0;1.0;47.45;2.9600000000000004;1.55;12235.04;0.9412814917675064;0.9683673469387756;0.9546323307514335;0.9465767634854771;kfold
confirmacao;0.5;comprec;9873;0.2;True;True;True;ml_rf;49496;12200;198;49;1000;98;102;98;0.9919672131147541;16.0;0.0;1.0;12085.0;1.0;0.9411764705882353;0.9696969696969697;0.9876543209876543;48.0;0.0;1.0;12151.0;1.0;0.9795918367346939;0.9896907216494846;0.995850622406639;46.339999999999996;2.7;2.66;12148.3;0.944942903752039;0.9457142857142856;0.945328437372501;0.9450970794583129;kfold
