mode;beta;split_by;seed;test_size;group_stratify;macd_enabled;guardrails_enabled;calibration;n_train;n_test;pos_train;pos_test;llm_max;llm_used;review_requested;review_selected;auto_coverage;auto_tp;auto_fp;auto_fn;auto_tn;auto_precision;auto_recall;auto_f1;auto_fbeta;oracle_tp;oracle_fp;oracle_fn;oracle_tn;oracle_precision;oracle_recall;oracle_f1;oracle_fbeta;exp_tp;exp_fp;exp_fn;exp_tn;exp_precision;exp_recall;exp_f1;exp_fbeta;ablation;platt_intercept;platt_slope
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;1000;129;135;129;0.9930141882378425;27.0;0.0;3.0;18307.0;1.0;0.9;0.9473684210526315;0.9782608695652174;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9916201117318436;68.50999999999999;3.4600000000000004;5.49;18388.54;0.9519244129498403;0.9258108108108108;0.9386860313763101;0.9465845031502156;GR_ON;;
vigilancia;2.0;comprec;42;0.3;True;True;False;ml_rf;43361;18335;173;74;2000;63;63;63;0.9965639487319334;64.0;0.0;1.0;18207.0;1.0;0.9846153846153847;0.9922480620155039;0.9876543209876543;73.0;0.0;1.0;18261.0;1.0;0.9864864864864865;0.9931972789115646;0.989159891598916;72.30999999999999;2.54;1.6900000000000002;18258.46;0.9660654642618569;0.9771621621621622;0.9715821296607323;0.9749224753943643;GR_OFF;;
vigilancia;2.0;comprec;123;0.3;True;True;False;ml_rf;43329;18367;173;74;2000;67;67;67;0.9963521533184516;55.0;0.0;3.0;18242.0;1.0;0.9482758620689655;0.9734513274336283;0.9581881533101045;71.0;0.0;3.0;18293.0;1.0;0.9594594594594594;0.9793103448275862;0.9673024523160763;69.8;2.3200000000000003;4.2;18290.679999999997;0.9678313921242373;0.9432432432432432;0.9553791404325214;0.9480604150820384;GR_OFF;;
vigilancia;2.0;comprec;456;0.3;True;True;False;ml_rf;42979;18717;173;74;2000;122;122;122;0.9934818614094139;61.0;0.0;0.0;18534.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;73.17;5.340000000000001;0.83;18637.66;0.9319831868551777;0.9887837837837838;0.9595436364828535;0.9768764518971457;GR_OFF;;
vigilancia;2.0;comprec;789;0.3;True;True;False;ml_rf;43497;18199;173;74;2000;78;78;78;0.9957140502225397;62.0;0.0;0.0;18059.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18125.0;1.0;1.0;1.0;1.0;73.01;3.25;0.99;18121.750000000004;0.9573826383425125;0.9866216216216217;0.9717822441102089;0.9806318164723581;GR_OFF;;
vigilancia;2.0;comprec;2024;0.3;True;True;False;ml_rf;43230;18466;173;74;2000;72;72;72;0.9961009422722842;54.0;0.0;3.0;18337.0;1.0;0.9473684210526315;0.972972972972973;0.9574468085106383;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9673024523160763;69.6;2.44;4.4;18389.56;0.966129927817879;0.9405405405405405;0.9531635168447;0.9455493968046951;GR_OFF;;
confirmacao;0.5;comprec;42;0.3;True;True;False;ml_rf;43361;18335;173;74;1000;64;64;64;0.996509408235615;38.0;0.0;2.0;18231.0;1.0;0.95;0.9743589743589743;0.9895833333333334;72.0;0.0;2.0;18261.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.39;1.2800000000000002;3.6099999999999994;18259.72;0.9821403655643923;0.9512162162162162;0.9664309741195855;0.9757957191970722;GR_OFF;;
confirmacao;0.5;comprec;123;0.3;True;True;False;ml_rf;43329;18367;173;74;1000;67;67;67;0.9963521533184516;33.0;0.0;4.0;18263.0;1.0;0.8918918918918919;0.9428571428571428;0.9763313609467456;70.0;0.0;4.0;18293.0;1.0;0.9459459459459459;0.9722222222222222;0.9887005649717514;68.03999999999999;1.3599999999999999;5.960000000000002;18291.64;0.9804034582132565;0.9194594594594594;0.9489539748953973;0.9675767918088738;GR_OFF;;
confirmacao;0.5;comprec;456;0.3;True;True;False;ml_rf;42979;18717;173;74;1000;109;109;109;0.9941764171608698;41.0;0.0;0.0;18567.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;72.39;3.74;1.6099999999999999;18639.26;0.9508735058452648;0.9782432432432433;0.9643642176780123;0.9562242417837895;GR_OFF;;
confirmacao;0.5;comprec;789;0.3;True;True;False;ml_rf;43497;18199;173;74;1000;71;71;71;0.9960986867410297;43.0;0.0;2.0;18083.0;1.0;0.9555555555555556;0.9772727272727273;0.9907834101382489;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.27;2.03;3.7300000000000004;18122.97;0.9719225449515906;0.9495945945945945;0.9606288448393712;0.9673733480176211;GR_OFF;;
confirmacao;0.5;comprec;2024;0.3;True;True;False;ml_rf;43230;18466;173;74;1000;78;78;78;0.9957760207949745;27.0;0.0;3.0;18358.0;1.0;0.9;0.9473684210526315;0.9782608695652174;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9916201117318436;68.50999999999999;1.46;5.49;18390.54;0.9791339145348007;0.9258108108108108;0.9517260540390358;0.9679834972306998;GR_OFF;;
