mode;beta;split_by;seed;test_size;group_stratify;macd_enabled;guardrails_enabled;calibration;n_train;n_test;pos_train;pos_test;llm_max;llm_used;review_requested;review_selected;auto_coverage;auto_tp;auto_fp;auto_fn;auto_tn;auto_precision;auto_recall;auto_f1;auto_fbeta;oracle_tp;oracle_fp;oracle_fn;oracle_tn;oracle_precision;oracle_recall;oracle_f1;oracle_fbeta;exp_tp;exp_fp;exp_fn;exp_tn;exp_precision;exp_recall;exp_f1;exp_fbeta;fp_fn_ratio;sweep;llm_budget
confirmacao;0.5;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;1000;125;133;125;0.9931314907412495;43.0;0.0;2.0;18029.0;1.0;0.9555555555555556;0.9772727272727273;0.9907834101382489;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.27;4.13;3.7300000000000004;18120.87;0.944489247311828;0.9495945945945945;0.947035040431267;0.9455059203444564;5.0;cost_ratio;
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;1000;129;135;129;0.9930141882378425;27.0;0.0;3.0;18307.0;1.0;0.9;0.9473684210526315;0.9782608695652174;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9916201117318436;68.50999999999999;3.4600000000000004;5.49;18388.54;0.9519244129498403;0.9258108108108108;0.9386860313763101;0.9465845031502156;5.0;cost_ratio;
vigilancia;2.0;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;2000;118;126;118;0.993564221434415;21.0;0.0;2.0;18194.0;1.0;0.9130434782608695;0.9545454545454546;0.9292035398230089;72.0;0.0;2.0;18261.0;1.0;0.972972972972973;0.9863013698630136;0.9782608695652174;69.16;2.62;4.84;18258.38;0.963499582056283;0.9345945945945946;0.9488269995884209;0.9402360106585458;10.0;cost_ratio;
vigilancia;2.0;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;2000;119;123;119;0.9935209887297871;23.0;0.0;4.0;18221.0;1.0;0.8518518518518519;0.92;0.8778625954198473;70.0;0.0;4.0;18293.0;1.0;0.9459459459459459;0.9722222222222222;0.9562841530054644;67.32;2.94;6.680000000000001;18290.06;0.9581554227156277;0.9097297297297297;0.9333148481907666;0.9190192759242067;10.0;cost_ratio;
vigilancia;2.0;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;2000;169;181;169;0.9909707752310734;22.0;0.0;0.0;18526.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;71.35999999999999;5.12;2.6399999999999997;18637.879999999997;0.9330543933054393;0.9643243243243244;0.9484316852737906;0.9579037800687284;10.0;cost_ratio;
vigilancia;2.0;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;2000;130;135;130;0.9928567503708995;26.0;0.0;2.0;18041.0;1.0;0.9285714285714286;0.9629629629629629;0.9420289855072463;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.9782608695652174;69.4;3.43;4.6;18121.570000000003;0.9529040230674172;0.9378378378378379;0.9453109037662603;0.9408128406040723;10.0;cost_ratio;
vigilancia;2.0;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;2000;136;143;136;0.9926351131809813;18.0;0.0;4.0;18308.0;1.0;0.8181818181818182;0.9;0.8490566037735849;70.0;0.0;4.0;18392.0;1.0;0.9459459459459459;0.9722222222222222;0.9562841530054644;67.16;3.4000000000000004;6.840000000000001;18388.600000000002;0.9518140589569161;0.9075675675675675;0.929164360819037;0.9160846791793976;10.0;cost_ratio;
confirmacao;0.5;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;1000;123;135;123;0.9932915189528224;23.0;0.0;2.0;18187.0;1.0;0.92;0.9583333333333334;0.9829059829059829;72.0;0.0;2.0;18261.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;69.34;2.92;4.659999999999999;18258.079999999998;0.9595903681151398;0.9370270270270271;0.9481744837959799;0.9549911855442925;10.0;cost_ratio;
confirmacao;0.5;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;1000;122;128;122;0.9933576523112103;25.0;0.0;4.0;18216.0;1.0;0.8620689655172413;0.9259259259259259;0.9689922480620154;70.0;0.0;4.0;18293.0;1.0;0.9459459459459459;0.9722222222222222;0.9887005649717514;67.5;3.1999999999999997;6.500000000000001;18289.800000000003;0.9547383309759547;0.9121621621621622;0.9329647546648239;0.9459080717488789;10.0;cost_ratio;
confirmacao;0.5;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;1000;172;186;172;0.9908104931345836;26.0;0.0;0.0;18519.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;71.50999999999999;5.54;2.4899999999999998;18637.46;0.9280986372485398;0.9663513513513514;0.9468387951009599;0.9355049712192568;10.0;cost_ratio;
confirmacao;0.5;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;1000;141;150;141;0.9922523215561294;27.0;0.0;2.0;18029.0;1.0;0.9310344827586207;0.9642857142857143;0.9854014598540146;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;69.48;4.13;4.52;18120.87;0.9438934927319659;0.938918918918919;0.9413996341711266;0.9428943654326349;10.0;cost_ratio;
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;1000;138;145;138;0.992526806021878;18.0;0.0;3.0;18307.0;1.0;0.8571428571428571;0.9230769230769231;0.967741935483871;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9916201117318436;68.05999999999999;3.4600000000000004;5.94;18388.54;0.9516219239373602;0.9197297297297298;0.9354040681693238;0.9450677627193957;10.0;cost_ratio;
vigilancia;2.0;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;0;0;117;0;1.0;72.0;13.0;2.0;18248.0;0.8470588235294118;0.972972972972973;0.9056603773584906;0.9448818897637795;72.0;13.0;2.0;18248.0;0.8470588235294118;0.972972972972973;0.9056603773584906;0.9448818897637795;72.0;13.0;2.0;18248.0;0.8470588235294118;0.972972972972973;0.9056603773584906;0.9448818897637795;;llm_budget;0.0
vigilancia;2.0;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;0;0;119;0;1.0;69.0;19.0;5.0;18274.0;0.7840909090909091;0.9324324324324325;0.8518518518518519;0.8984375;69.0;19.0;5.0;18274.0;0.7840909090909091;0.9324324324324325;0.8518518518518519;0.8984375;69.0;19.0;5.0;18274.0;0.7840909090909091;0.9324324324324325;0.8518518518518519;0.8984375;;llm_budget;0.0
vigilancia;2.0;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;0;0;180;0;1.0;74.0;52.0;0.0;18591.0;0.5873015873015873;1.0;0.74;0.8767772511848341;74.0;52.0;0.0;18591.0;0.5873015873015873;1.0;0.74;0.8767772511848341;74.0;52.0;0.0;18591.0;0.5873015873015873;1.0;0.74;0.8767772511848341;;llm_budget;0.0
vigilancia;2.0;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;0;0;137;0;1.0;72.0;22.0;2.0;18103.0;0.7659574468085106;0.972972972972973;0.8571428571428571;0.9230769230769231;72.0;22.0;2.0;18103.0;0.7659574468085106;0.972972972972973;0.8571428571428571;0.9230769230769231;72.0;22.0;2.0;18103.0;0.7659574468085106;0.972972972972973;0.8571428571428571;0.9230769230769231;;llm_budget;0.0
vigilancia;2.0;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;0;0;129;0;1.0;70.0;25.0;4.0;18367.0;0.7368421052631579;0.9459459459459459;0.8284023668639053;0.8951406649616368;70.0;25.0;4.0;18367.0;0.7368421052631579;0.9459459459459459;0.8284023668639053;0.8951406649616368;70.0;25.0;4.0;18367.0;0.7368421052631579;0.9459459459459459;0.8284023668639053;0.8951406649616368;;llm_budget;0.0
confirmacao;0.5;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;0;0;118;0;1.0;64.0;0.0;10.0;18261.0;1.0;0.8648648648648649;0.927536231884058;0.9696969696969697;64.0;0.0;10.0;18261.0;1.0;0.8648648648648649;0.927536231884058;0.9696969696969697;64.0;0.0;10.0;18261.0;1.0;0.8648648648648649;0.927536231884058;0.9696969696969697;;llm_budget;0.0
confirmacao;0.5;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;0;0;119;0;1.0;56.0;0.0;18.0;18293.0;1.0;0.7567567567567568;0.8615384615384616;0.9395973154362416;56.0;0.0;18.0;18293.0;1.0;0.7567567567567568;0.8615384615384616;0.9395973154362416;56.0;0.0;18.0;18293.0;1.0;0.7567567567567568;0.8615384615384616;0.9395973154362416;;llm_budget;0.0
confirmacao;0.5;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;0;0;171;0;1.0;64.0;0.0;10.0;18643.0;1.0;0.8648648648648649;0.927536231884058;0.9696969696969697;64.0;0.0;10.0;18643.0;1.0;0.8648648648648649;0.927536231884058;0.9696969696969697;64.0;0.0;10.0;18643.0;1.0;0.8648648648648649;0.927536231884058;0.9696969696969697;;llm_budget;0.0
confirmacao;0.5;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;0;0;133;0;1.0;62.0;0.0;12.0;18125.0;1.0;0.8378378378378378;0.9117647058823529;0.9627329192546584;62.0;0.0;12.0;18125.0;1.0;0.8378378378378378;0.9117647058823529;0.9627329192546584;62.0;0.0;12.0;18125.0;1.0;0.8378378378378378;0.9117647058823529;0.9627329192546584;;llm_budget;0.0
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;0;0;135;0;1.0;56.0;0.0;18.0;18392.0;1.0;0.7567567567567568;0.8615384615384616;0.9395973154362416;56.0;0.0;18.0;18392.0;1.0;0.7567567567567568;0.8615384615384616;0.9395973154362416;56.0;0.0;18.0;18392.0;1.0;0.7567567567567568;0.8615384615384616;0.9395973154362416;;llm_budget;0.0
vigilancia;2.0;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;50;50;117;50;0.9972729751840742;72.0;11.0;2.0;18200.0;0.8674698795180723;0.972972972972973;0.9171974522292994;0.9498680738786279;72.0;11.0;2.0;18250.0;0.8674698795180723;0.972972972972973;0.9171974522292994;0.9498680738786279;72.0;12.959999999999999;2.0;18248.04;0.8474576271186441;0.972972972972973;0.9058882737795672;0.9449811003779925;;llm_budget;50.0
vigilancia;2.0;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;50;50;119;50;0.9972777263570534;68.0;14.0;5.0;18230.0;0.8292682926829268;0.9315068493150684;0.8774193548387097;0.9090909090909091;69.0;14.0;5.0;18279.0;0.8313253012048193;0.9324324324324325;0.8789808917197452;0.9102902374670184;68.97;15.92;5.03;18277.079999999998;0.8124631876546118;0.932027027027027;0.8681477751903833;0.9053795058940901;;llm_budget;50.0
vigilancia;2.0;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;50;50;180;50;0.9973286317251696;70.0;44.0;0.0;18553.0;0.6140350877192983;1.0;0.7608695652173914;0.8883248730964467;74.0;44.0;0.0;18599.0;0.6271186440677966;1.0;0.7708333333333334;0.893719806763285;73.72;45.74;0.28;18597.260000000002;0.6171103298175121;0.9962162162162163;0.7621213687583996;0.8872093583016415;;llm_budget;50.0
vigilancia;2.0;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;50;50;137;50;0.9972525962964998;70.0;21.0;2.0;18056.0;0.7692307692307693;0.9722222222222222;0.8588957055214724;0.9234828496042217;72.0;21.0;2.0;18104.0;0.7741935483870968;0.972972972972973;0.8622754491017964;0.9254498714652957;71.91;22.92;2.09;18102.08;0.7583043340714963;0.9717567567567567;0.851862820588758;0.9199652022618529;;llm_budget;50.0
vigilancia;2.0;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;50;50;129;50;0.9972923210224196;70.0;22.0;4.0;18320.0;0.7608695652173914;0.9459459459459459;0.8433734939759037;0.9020618556701031;70.0;22.0;4.0;18370.0;0.7608695652173914;0.9459459459459459;0.8433734939759037;0.9020618556701031;70.0;23.96;4.0;18368.04;0.744997871434653;0.9459459459459459;0.8335317932841152;0.8975279515847779;;llm_budget;50.0
confirmacao;0.5;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;50;50;118;50;0.9972729751840742;62.0;0.0;10.0;18213.0;1.0;0.8611111111111112;0.9253731343283582;0.96875;64.0;0.0;10.0;18261.0;1.0;0.8648648648648649;0.927536231884058;0.9696969696969697;63.94;1.8800000000000001;10.06;18259.12;0.9714372531145549;0.864054054054054;0.9146044914890574;0.9478771347248577;;llm_budget;50.0
confirmacao;0.5;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;50;50;119;50;0.9972777263570534;55.0;0.0;17.0;18245.0;1.0;0.7638888888888888;0.8661417322834646;0.9417808219178082;57.0;0.0;17.0;18293.0;1.0;0.7702702702702703;0.8702290076335878;0.9437086092715232;56.91;1.8800000000000001;17.09;18291.12;0.9680217724102738;0.769054054054054;0.8571428571428571;0.9203972053305732;;llm_budget;50.0
confirmacao;0.5;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;50;50;171;50;0.9973286317251696;64.0;0.0;6.0;18597.0;1.0;0.9142857142857143;0.9552238805970149;0.9815950920245399;68.0;0.0;6.0;18643.0;1.0;0.918918918918919;0.9577464788732394;0.9826589595375722;67.72;1.7400000000000002;6.28;18641.260000000002;0.9749496112870718;0.9151351351351351;0.9440959152376969;0.9623692587539792;;llm_budget;50.0
confirmacao;0.5;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;50;50;133;50;0.9972525962964998;61.0;0.0;11.0;18077.0;1.0;0.8472222222222222;0.9172932330827067;0.9651898734177216;63.0;0.0;11.0;18125.0;1.0;0.8513513513513513;0.9197080291970803;0.9662576687116564;62.91;1.92;11.09;18123.08;0.970384081443776;0.8501351351351351;0.9062882662248795;0.9436877475099005;;llm_budget;50.0
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;50;50;135;50;0.9972923210224196;54.0;0.0;18.0;18344.0;1.0;0.75;0.8571428571428571;0.9375;56.0;0.0;18.0;18392.0;1.0;0.7567567567567568;0.8615384615384616;0.9395973154362416;55.91;1.8800000000000001;18.09;18390.12;0.967468420141893;0.7555405405405405;0.8484710524318992;0.9160768121641107;;llm_budget;50.0
vigilancia;2.0;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;100;100;117;100;0.9945459503681483;62.0;0.0;1.0;18172.0;1.0;0.9841269841269841;0.992;0.9872611464968153;73.0;0.0;1.0;18261.0;1.0;0.9864864864864865;0.9931972789115646;0.989159891598916;72.25;3.7;1.75;18257.3;0.9512837393021725;0.9763513513513513;0.9636545515171725;0.9712326925662051;;llm_budget;100.0
vigilancia;2.0;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;100;100;119;100;0.9945554527141068;54.0;0.0;4.0;18209.0;1.0;0.9310344827586207;0.9642857142857143;0.9440559440559441;70.0;0.0;4.0;18293.0;1.0;0.9459459459459459;0.9722222222222222;0.9562841530054644;68.86999999999999;3.52;5.130000000000001;18289.48;0.9513744992402265;0.9306756756756758;0.9409112644306304;0.9347430712017156;;llm_budget;100.0
vigilancia;2.0;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;100;100;180;100;0.9946572634503392;69.0;20.0;0.0;18528.0;0.7752808988764045;1.0;0.8734177215189873;0.9452054794520548;74.0;20.0;0.0;18623.0;0.7872340425531915;1.0;0.8809523809523809;0.9487179487179487;73.64;23.679999999999996;0.36;18619.319999999996;0.7566789971228937;0.9951351351351352;0.8596777959374269;0.9361334282518051;;llm_budget;100.0
vigilancia;2.0;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;100;100;137;100;0.9945051925929996;61.0;0.0;2.0;18036.0;1.0;0.9682539682539683;0.9838709677419355;0.9744408945686901;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.9782608695652174;71.18;3.6900000000000004;2.8200000000000003;18121.310000000005;0.9507145719246695;0.961891891891892;0.9562705716396857;0.9596354517755548;;llm_budget;100.0
vigilancia;2.0;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;100;100;129;100;0.9945846420448392;54.0;0.0;4.0;18308.0;1.0;0.9310344827586207;0.9642857142857143;0.9440559440559441;70.0;0.0;4.0;18392.0;1.0;0.9459459459459459;0.9722222222222222;0.9562841530054644;68.79;3.4000000000000004;5.210000000000001;18388.600000000002;0.9529020639977835;0.9295945945945947;0.941104042684178;0.934164425975719;;llm_budget;100.0
confirmacao;0.5;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;100;100;118;100;0.9945459503681483;46.0;0.0;2.0;18187.0;1.0;0.9583333333333334;0.9787234042553191;0.9913793103448276;72.0;0.0;2.0;18261.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.68;2.92;3.3200000000000003;18258.079999999998;0.9603260869565218;0.9551351351351353;0.9577235772357725;0.9592833876221498;;llm_budget;100.0
confirmacao;0.5;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;100;100;119;100;0.9945554527141068;47.0;0.0;4.0;18216.0;1.0;0.9215686274509803;0.9591836734693877;0.9832635983263598;70.0;0.0;4.0;18293.0;1.0;0.9459459459459459;0.9722222222222222;0.9887005649717514;68.56;3.1999999999999997;5.44;18289.800000000003;0.955406911928651;0.9264864864864866;0.9407244785949507;0.9494792820740084;;llm_budget;100.0
confirmacao;0.5;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;100;100;171;100;0.9946572634503392;55.0;0.0;2.0;18560.0;1.0;0.9649122807017544;0.9821428571428571;0.9927797833935018;72.0;0.0;2.0;18643.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;71.06;3.1400000000000006;2.94;18639.859999999997;0.9576819407008086;0.9602702702702703;0.9589743589743591;0.9581984897518878;;llm_budget;100.0
confirmacao;0.5;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;100;100;133;100;0.9945051925929996;55.0;0.0;2.0;18042.0;1.0;0.9649122807017544;0.9821428571428571;0.9927797833935018;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.85000000000001;3.31;3.15;18121.690000000002;0.9553667745415318;0.9574324324324324;0.9563984881209503;0.9557791927476798;;llm_budget;100.0
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;100;100;135;100;0.9945846420448392;44.0;0.0;5.0;18317.0;1.0;0.8979591836734694;0.946236559139785;0.9777777777777777;69.0;0.0;5.0;18392.0;1.0;0.9324324324324325;0.965034965034965;0.9857142857142858;67.35000000000001;2.9200000000000004;6.65;18389.079999999998;0.958445994023054;0.9101351351351351;0.9336660428363486;0.9483778303480906;;llm_budget;100.0
vigilancia;2.0;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;200;105;117;105;0.9942732478865558;62.0;0.0;1.0;18167.0;1.0;0.9841269841269841;0.992;0.9872611464968153;73.0;0.0;1.0;18261.0;1.0;0.9864864864864865;0.9931972789115646;0.989159891598916;72.25;3.9600000000000004;1.75;18257.04;0.9480383151817348;0.9763513513513513;0.9619865521603088;0.970554257005454;;llm_budget;200.0
vigilancia;2.0;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;200;112;119;112;0.9939021070397996;54.0;0.0;3.0;18198.0;1.0;0.9473684210526315;0.972972972972973;0.9574468085106383;71.0;0.0;3.0;18293.0;1.0;0.9594594594594594;0.9793103448275862;0.9673024523160763;69.77;4.04;4.23;18288.96;0.945264869258908;0.9428378378378378;0.9440497936540154;0.9433222465590437;;llm_budget;200.0
vigilancia;2.0;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;200;160;180;160;0.9914516215205428;61.0;0.0;0.0;18496.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;73.17;6.7;0.83;18636.3;0.9161136847376987;0.9887837837837838;0.9510625852992786;0.9733418469151569;;llm_budget;200.0
vigilancia;2.0;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;200;126;137;126;0.9930765426671795;61.0;0.0;0.0;18012.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18125.0;1.0;1.0;1.0;1.0;72.98;5.05;1.02;18119.95;0.9352813020633091;0.9862162162162162;0.9600736696704596;0.9755901933000027;;llm_budget;200.0
vigilancia;2.0;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;200;115;129;115;0.9937723383515651;53.0;0.0;3.0;18295.0;1.0;0.9464285714285714;0.9724770642201835;0.9566787003610109;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9673024523160763;69.57000000000001;4.04;4.430000000000001;18387.96;0.9451161526966444;0.940135135135135;0.9426190637490685;0.9411271340061145;;llm_budget;200.0
confirmacao;0.5;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;200;107;118;107;0.9941641668939187;39.0;0.0;2.0;18187.0;1.0;0.9512195121951219;0.975;0.9898477157360406;72.0;0.0;2.0;18261.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.42;2.92;3.579999999999999;18258.079999999998;0.960185437687483;0.9516216216216217;0.955884349124474;0.9584603658536586;;llm_budget;200.0
confirmacao;0.5;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;200;113;119;113;0.9938476615669407;34.0;0.0;4.0;18216.0;1.0;0.8947368421052632;0.9444444444444444;0.9770114942528736;70.0;0.0;4.0;18293.0;1.0;0.9459459459459459;0.9722222222222222;0.9887005649717514;68.07;3.1999999999999997;5.9300000000000015;18289.800000000003;0.9551003227164304;0.9198648648648647;0.9371515109795553;0.9478389216887602;;llm_budget;200.0
confirmacao;0.5;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;200;157;171;157;0.9916119036170327;41.0;0.0;0.0;18519.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;72.39;5.54;1.6099999999999999;18637.46;0.9289105607596561;0.9782432432432433;0.9529388534193378;0.938374987037229;;llm_budget;200.0
confirmacao;0.5;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;200;125;133;125;0.9931314907412495;43.0;0.0;2.0;18029.0;1.0;0.9555555555555556;0.9772727272727273;0.9907834101382489;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.27;4.13;3.7300000000000004;18120.87;0.944489247311828;0.9495945945945945;0.947035040431267;0.9455059203444564;;llm_budget;200.0
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;200;129;135;129;0.9930141882378425;27.0;0.0;3.0;18307.0;1.0;0.9;0.9473684210526315;0.9782608695652174;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9916201117318436;68.50999999999999;3.4600000000000004;5.49;18388.54;0.9519244129498403;0.9258108108108108;0.9386860313763101;0.9465845031502156;;llm_budget;200.0
vigilancia;2.0;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;500;105;117;105;0.9942732478865558;62.0;0.0;1.0;18167.0;1.0;0.9841269841269841;0.992;0.9872611464968153;73.0;0.0;1.0;18261.0;1.0;0.9864864864864865;0.9931972789115646;0.989159891598916;72.25;3.9600000000000004;1.75;18257.04;0.9480383151817348;0.9763513513513513;0.9619865521603088;0.970554257005454;;llm_budget;500.0
vigilancia;2.0;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;500;112;119;112;0.9939021070397996;54.0;0.0;3.0;18198.0;1.0;0.9473684210526315;0.972972972972973;0.9574468085106383;71.0;0.0;3.0;18293.0;1.0;0.9594594594594594;0.9793103448275862;0.9673024523160763;69.77;4.04;4.23;18288.96;0.945264869258908;0.9428378378378378;0.9440497936540154;0.9433222465590437;;llm_budget;500.0
vigilancia;2.0;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;500;160;180;160;0.9914516215205428;61.0;0.0;0.0;18496.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;73.17;6.7;0.83;18636.3;0.9161136847376987;0.9887837837837838;0.9510625852992786;0.9733418469151569;;llm_budget;500.0
vigilancia;2.0;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;500;126;137;126;0.9930765426671795;61.0;0.0;0.0;18012.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18125.0;1.0;1.0;1.0;1.0;72.98;5.05;1.02;18119.95;0.9352813020633091;0.9862162162162162;0.9600736696704596;0.9755901933000027;;llm_budget;500.0
vigilancia;2.0;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;500;115;129;115;0.9937723383515651;53.0;0.0;3.0;18295.0;1.0;0.9464285714285714;0.9724770642201835;0.9566787003610109;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9673024523160763;69.57000000000001;4.04;4.430000000000001;18387.96;0.9451161526966444;0.940135135135135;0.9426190637490685;0.9411271340061145;;llm_budget;500.0
confirmacao;0.5;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;500;107;118;107;0.9941641668939187;39.0;0.0;2.0;18187.0;1.0;0.9512195121951219;0.975;0.9898477157360406;72.0;0.0;2.0;18261.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.42;2.92;3.579999999999999;18258.079999999998;0.960185437687483;0.9516216216216217;0.955884349124474;0.9584603658536586;;llm_budget;500.0
confirmacao;0.5;comprec;123;0.3;True;True;True;ml_rf;43329;18367;173;74;500;113;119;113;0.9938476615669407;34.0;0.0;4.0;18216.0;1.0;0.8947368421052632;0.9444444444444444;0.9770114942528736;70.0;0.0;4.0;18293.0;1.0;0.9459459459459459;0.9722222222222222;0.9887005649717514;68.07;3.1999999999999997;5.9300000000000015;18289.800000000003;0.9551003227164304;0.9198648648648647;0.9371515109795553;0.9478389216887602;;llm_budget;500.0
confirmacao;0.5;comprec;456;0.3;True;True;True;ml_rf;42979;18717;173;74;500;157;171;157;0.9916119036170327;41.0;0.0;0.0;18519.0;1.0;1.0;1.0;1.0;74.0;0.0;0.0;18643.0;1.0;1.0;1.0;1.0;72.39;5.54;1.6099999999999999;18637.46;0.9289105607596561;0.9782432432432433;0.9529388534193378;0.938374987037229;;llm_budget;500.0
confirmacao;0.5;comprec;789;0.3;True;True;True;ml_rf;43497;18199;173;74;500;125;133;125;0.9931314907412495;43.0;0.0;2.0;18029.0;1.0;0.9555555555555556;0.9772727272727273;0.9907834101382489;72.0;0.0;2.0;18125.0;1.0;0.972972972972973;0.9863013698630136;0.994475138121547;70.27;4.13;3.7300000000000004;18120.87;0.944489247311828;0.9495945945945945;0.947035040431267;0.9455059203444564;;llm_budget;500.0
confirmacao;0.5;comprec;2024;0.3;True;True;True;ml_rf;43230;18466;173;74;500;129;135;129;0.9930141882378425;27.0;0.0;3.0;18307.0;1.0;0.9;0.9473684210526315;0.9782608695652174;71.0;0.0;3.0;18392.0;1.0;0.9594594594594594;0.9793103448275862;0.9916201117318436;68.50999999999999;3.4600000000000004;5.49;18388.54;0.9519244129498403;0.9258108108108108;0.9386860313763101;0.9465845031502156;;llm_budget;500.0
vigilancia;2.0;comprec;42;0.3;True;True;True;ml_rf;43361;18335;173;74;1000;105;117;105;0.9942732478865558;62.0;0.0;1.0;18167.0;1.0;0.9841269841269841;0.992;0.9872611464968153;73.0;0.0;1.0;18261.0;1.0;0.9864864864864865;0.9931972789115646;0.989159891598916;72.25;3.9600000000000004;1.75;18257.04;0.9480383151817348;0.9763513513513513;0.9619865521603088;0.970554257005454;;llm_budget;1000.0
