ml_model,ml_threshold,rules_threshold,precision,recall,f1,tp,fp,fn,tn
RF+SMOTE,0.65,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
RF+SMOTE,0.7,0.0,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,0.5,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,1.0,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,1.5,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,2.0,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,2.5,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,3.0,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,3.5,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,4.0,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,4.5,0.9846153846153847,0.8648648648648649,0.920863309352518,64,1,10,18434
RF+SMOTE,0.7,5.0,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.7,5.5,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.7,6.0,1.0,0.7837837837837838,0.8787878787878788,58,0,16,18435
RF+SMOTE,0.7,6.5,1.0,0.7162162162162162,0.8346456692913385,53,0,21,18435
RF+SMOTE,0.7,7.0,1.0,0.7027027027027027,0.8253968253968254,52,0,22,18435
RF+SMOTE,0.7,7.5,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.7,8.0,1.0,0.4864864864864865,0.6545454545454545,36,0,38,18435
RF+SMOTE,0.7,8.5,1.0,0.4594594594594595,0.6296296296296297,34,0,40,18435
RF+SMOTE,0.7,9.0,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.7,9.5,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.7,10.0,1.0,0.21621621621621623,0.35555555555555557,16,0,58,18435
RF+SMOTE,0.7,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
RF+SMOTE,0.7,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
RF+SMOTE,0.75,0.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,0.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,1.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,1.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,2.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,2.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,3.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,3.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,4.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,4.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.75,5.0,1.0,0.7702702702702703,0.8702290076335878,57,0,17,18435
RF+SMOTE,0.75,5.5,1.0,0.7702702702702703,0.8702290076335878,57,0,17,18435
RF+SMOTE,0.75,6.0,1.0,0.7567567567567568,0.8615384615384616,56,0,18,18435
RF+SMOTE,0.75,6.5,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.75,7.0,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.75,7.5,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.75,8.0,1.0,0.4864864864864865,0.6545454545454545,36,0,38,18435
RF+SMOTE,0.75,8.5,1.0,0.4594594594594595,0.6296296296296297,34,0,40,18435
RF+SMOTE,0.75,9.0,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.75,9.5,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.75,10.0,1.0,0.21621621621621623,0.35555555555555557,16,0,58,18435
RF+SMOTE,0.75,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
RF+SMOTE,0.75,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
RF+SMOTE,0.8,0.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,0.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,1.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,1.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,2.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,2.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,3.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,3.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,4.0,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,4.5,1.0,0.8243243243243243,0.9037037037037037,61,0,13,18435
RF+SMOTE,0.8,5.0,1.0,0.7702702702702703,0.8702290076335878,57,0,17,18435
RF+SMOTE,0.8,5.5,1.0,0.7702702702702703,0.8702290076335878,57,0,17,18435
RF+SMOTE,0.8,6.0,1.0,0.7567567567567568,0.8615384615384616,56,0,18,18435
RF+SMOTE,0.8,6.5,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.8,7.0,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.8,7.5,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.8,8.0,1.0,0.4864864864864865,0.6545454545454545,36,0,38,18435
RF+SMOTE,0.8,8.5,1.0,0.4594594594594595,0.6296296296296297,34,0,40,18435
RF+SMOTE,0.8,9.0,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.8,9.5,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.8,10.0,1.0,0.21621621621621623,0.35555555555555557,16,0,58,18435
RF+SMOTE,0.8,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
RF+SMOTE,0.8,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
RF+SMOTE,0.85,0.0,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,0.5,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,1.0,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,1.5,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,2.0,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,2.5,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,3.0,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,3.5,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,4.0,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,4.5,1.0,0.7972972972972973,0.8872180451127819,59,0,15,18435
RF+SMOTE,0.85,5.0,1.0,0.7432432432432432,0.8527131782945736,55,0,19,18435
RF+SMOTE,0.85,5.5,1.0,0.7432432432432432,0.8527131782945736,55,0,19,18435
RF+SMOTE,0.85,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.85,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
RF+SMOTE,0.85,7.0,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
RF+SMOTE,0.85,7.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
RF+SMOTE,0.85,8.0,1.0,0.47297297297297297,0.6422018348623854,35,0,39,18435
RF+SMOTE,0.85,8.5,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
RF+SMOTE,0.85,9.0,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.85,9.5,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.85,10.0,1.0,0.21621621621621623,0.35555555555555557,16,0,58,18435
RF+SMOTE,0.85,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
RF+SMOTE,0.85,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
RF+SMOTE,0.9,0.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,0.5,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,1.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,1.5,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,2.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,2.5,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,3.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,3.5,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,4.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,4.5,1.0,0.7297297297297297,0.84375,54,0,20,18435
RF+SMOTE,0.9,5.0,1.0,0.7027027027027027,0.8253968253968254,52,0,22,18435
RF+SMOTE,0.9,5.5,1.0,0.7027027027027027,0.8253968253968254,52,0,22,18435
RF+SMOTE,0.9,6.0,1.0,0.6891891891891891,0.816,51,0,23,18435
RF+SMOTE,0.9,6.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
RF+SMOTE,0.9,7.0,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
RF+SMOTE,0.9,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
RF+SMOTE,0.9,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
RF+SMOTE,0.9,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
RF+SMOTE,0.9,9.0,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.9,9.5,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.9,10.0,1.0,0.21621621621621623,0.35555555555555557,16,0,58,18435
RF+SMOTE,0.9,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
RF+SMOTE,0.9,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
RF+SMOTE,0.95,0.0,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,0.5,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,1.0,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,1.5,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,2.0,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,2.5,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,3.0,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,3.5,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,4.0,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,4.5,1.0,0.5945945945945946,0.7457627118644068,44,0,30,18435
RF+SMOTE,0.95,5.0,1.0,0.5675675675675675,0.7241379310344828,42,0,32,18435
RF+SMOTE,0.95,5.5,1.0,0.5675675675675675,0.7241379310344828,42,0,32,18435
RF+SMOTE,0.95,6.0,1.0,0.5540540540540541,0.7130434782608696,41,0,33,18435
RF+SMOTE,0.95,6.5,1.0,0.5135135135135135,0.6785714285714286,38,0,36,18435
RF+SMOTE,0.95,7.0,1.0,0.5135135135135135,0.6785714285714286,38,0,36,18435
RF+SMOTE,0.95,7.5,1.0,0.5135135135135135,0.6785714285714286,38,0,36,18435
RF+SMOTE,0.95,8.0,1.0,0.33783783783783783,0.5050505050505051,25,0,49,18435
RF+SMOTE,0.95,8.5,1.0,0.32432432432432434,0.4897959183673469,24,0,50,18435
RF+SMOTE,0.95,9.0,1.0,0.3108108108108108,0.4742268041237113,23,0,51,18435
RF+SMOTE,0.95,9.5,1.0,0.3108108108108108,0.4742268041237113,23,0,51,18435
RF+SMOTE,0.95,10.0,1.0,0.20270270270270271,0.33707865168539325,15,0,59,18435
RF+SMOTE,0.95,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
RF+SMOTE,0.95,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.1,0.0,0.8552631578947368,0.8783783783783784,0.8666666666666667,65,11,9,18424
GB,0.1,0.5,0.8552631578947368,0.8783783783783784,0.8666666666666667,65,11,9,18424
GB,0.1,1.0,0.8552631578947368,0.8783783783783784,0.8666666666666667,65,11,9,18424
GB,0.1,1.5,0.8552631578947368,0.8783783783783784,0.8666666666666667,65,11,9,18424
GB,0.1,2.0,0.8552631578947368,0.8783783783783784,0.8666666666666667,65,11,9,18424
GB,0.1,2.5,0.8648648648648649,0.8648648648648649,0.8648648648648649,64,10,10,18425
GB,0.1,3.0,0.8767123287671232,0.8648648648648649,0.8707482993197279,64,9,10,18426
GB,0.1,3.5,0.8767123287671232,0.8648648648648649,0.8707482993197279,64,9,10,18426
GB,0.1,4.0,0.9014084507042254,0.8648648648648649,0.8827586206896552,64,7,10,18428
GB,0.1,4.5,0.9014084507042254,0.8648648648648649,0.8827586206896552,64,7,10,18428
GB,0.1,5.0,0.9833333333333333,0.7972972972972973,0.8805970149253731,59,1,15,18434
GB,0.1,5.5,0.9833333333333333,0.7972972972972973,0.8805970149253731,59,1,15,18434
GB,0.1,6.0,1.0,0.7837837837837838,0.8787878787878788,58,0,16,18435
GB,0.1,6.5,1.0,0.7162162162162162,0.8346456692913385,53,0,21,18435
GB,0.1,7.0,1.0,0.6891891891891891,0.816,51,0,23,18435
GB,0.1,7.5,1.0,0.6756756756756757,0.8064516129032258,50,0,24,18435
GB,0.1,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.1,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.1,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.1,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.1,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.1,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.1,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.15,0.0,0.875,0.8513513513513513,0.863013698630137,63,9,11,18426
GB,0.15,0.5,0.875,0.8513513513513513,0.863013698630137,63,9,11,18426
GB,0.15,1.0,0.875,0.8513513513513513,0.863013698630137,63,9,11,18426
GB,0.15,1.5,0.875,0.8513513513513513,0.863013698630137,63,9,11,18426
GB,0.15,2.0,0.875,0.8513513513513513,0.863013698630137,63,9,11,18426
GB,0.15,2.5,0.8857142857142857,0.8378378378378378,0.8611111111111112,62,8,12,18427
GB,0.15,3.0,0.8985507246376812,0.8378378378378378,0.8671328671328671,62,7,12,18428
GB,0.15,3.5,0.8985507246376812,0.8378378378378378,0.8671328671328671,62,7,12,18428
GB,0.15,4.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.15,4.5,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.15,5.0,0.9827586206896551,0.7702702702702703,0.8636363636363636,57,1,17,18434
GB,0.15,5.5,0.9827586206896551,0.7702702702702703,0.8636363636363636,57,1,17,18434
GB,0.15,6.0,1.0,0.7567567567567568,0.8615384615384616,56,0,18,18435
GB,0.15,6.5,1.0,0.6891891891891891,0.816,51,0,23,18435
GB,0.15,7.0,1.0,0.6756756756756757,0.8064516129032258,50,0,24,18435
GB,0.15,7.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.15,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.15,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.15,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.15,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.15,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.15,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.15,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.2,0.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.2,0.5,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.2,1.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.2,1.5,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.2,2.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.2,2.5,0.9384615384615385,0.8243243243243243,0.8776978417266187,61,4,13,18431
GB,0.2,3.0,0.953125,0.8243243243243243,0.8840579710144928,61,3,13,18432
GB,0.2,3.5,0.953125,0.8243243243243243,0.8840579710144928,61,3,13,18432
GB,0.2,4.0,0.9838709677419355,0.8243243243243243,0.8970588235294118,61,1,13,18434
GB,0.2,4.5,0.9838709677419355,0.8243243243243243,0.8970588235294118,61,1,13,18434
GB,0.2,5.0,0.9824561403508771,0.7567567567567568,0.8549618320610687,56,1,18,18434
GB,0.2,5.5,0.9824561403508771,0.7567567567567568,0.8549618320610687,56,1,18,18434
GB,0.2,6.0,1.0,0.7432432432432432,0.8527131782945736,55,0,19,18435
GB,0.2,6.5,1.0,0.6756756756756757,0.8064516129032258,50,0,24,18435
GB,0.2,7.0,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.2,7.5,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.2,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.2,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.2,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.2,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.2,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.2,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.2,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.25,0.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.25,0.5,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.25,1.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.25,1.5,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.25,2.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.25,2.5,0.9384615384615385,0.8243243243243243,0.8776978417266187,61,4,13,18431
GB,0.25,3.0,0.953125,0.8243243243243243,0.8840579710144928,61,3,13,18432
GB,0.25,3.5,0.953125,0.8243243243243243,0.8840579710144928,61,3,13,18432
GB,0.25,4.0,0.9838709677419355,0.8243243243243243,0.8970588235294118,61,1,13,18434
GB,0.25,4.5,0.9838709677419355,0.8243243243243243,0.8970588235294118,61,1,13,18434
GB,0.25,5.0,0.9824561403508771,0.7567567567567568,0.8549618320610687,56,1,18,18434
GB,0.25,5.5,0.9824561403508771,0.7567567567567568,0.8549618320610687,56,1,18,18434
GB,0.25,6.0,1.0,0.7432432432432432,0.8527131782945736,55,0,19,18435
GB,0.25,6.5,1.0,0.6756756756756757,0.8064516129032258,50,0,24,18435
GB,0.25,7.0,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.25,7.5,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.25,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.25,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.25,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.25,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.25,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.25,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.25,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.3,0.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.3,0.5,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.3,1.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.3,1.5,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.3,2.0,0.9253731343283582,0.8378378378378378,0.8794326241134752,62,5,12,18430
GB,0.3,2.5,0.9384615384615385,0.8243243243243243,0.8776978417266187,61,4,13,18431
GB,0.3,3.0,0.953125,0.8243243243243243,0.8840579710144928,61,3,13,18432
GB,0.3,3.5,0.953125,0.8243243243243243,0.8840579710144928,61,3,13,18432
GB,0.3,4.0,0.9838709677419355,0.8243243243243243,0.8970588235294118,61,1,13,18434
GB,0.3,4.5,0.9838709677419355,0.8243243243243243,0.8970588235294118,61,1,13,18434
GB,0.3,5.0,0.9824561403508771,0.7567567567567568,0.8549618320610687,56,1,18,18434
GB,0.3,5.5,0.9824561403508771,0.7567567567567568,0.8549618320610687,56,1,18,18434
GB,0.3,6.0,1.0,0.7432432432432432,0.8527131782945736,55,0,19,18435
GB,0.3,6.5,1.0,0.6756756756756757,0.8064516129032258,50,0,24,18435
GB,0.3,7.0,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.3,7.5,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.3,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.3,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.3,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.3,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.3,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.3,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.3,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.35,0.0,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.35,0.5,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.35,1.0,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.35,1.5,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.35,2.0,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.35,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.35,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.35,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.35,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.35,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.35,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.35,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.35,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.35,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.35,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.35,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.35,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.35,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.35,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.35,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.35,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.35,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.35,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.4,0.0,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.4,0.5,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.4,1.0,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.4,1.5,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.4,2.0,0.9230769230769231,0.8108108108108109,0.8633093525179856,60,5,14,18430
GB,0.4,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.4,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.4,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.4,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.4,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.4,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.4,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.4,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.4,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.4,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.4,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.4,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.4,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.4,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.4,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.4,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.4,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.4,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.45,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.45,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.45,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.45,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.45,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
